asset,date,open,max,min,close,volume_usd,quantity
SJCFUT,2024-09-24 11:39:00,"25,89","25,89","25,89","25,89","58.241,33",5
SJCFUT,2024-09-24 11:38:00,"25,91","25,91","25,91","25,91","11.658,32",1
SJCFUT,2024-09-24 11:36:00,"25,89","25,89","25,89","25,89","46.593,07",4
SJCFUT,2024-09-24 11:35:00,"25,87","25,89","25,87","25,89","93.171,05",8
SJCFUT,2024-09-24 11:34:00,"25,86","25,86","25,86","25,86","23.276,42",2
SJCFUT,2024-09-24 11:33:00,"25,86","25,86","25,86","25,86","46.552,85",4
SJCFUT,2024-09-24 11:32:00,"25,90","25,90","25,87","25,87","104.839,43",9
SJCFUT,2024-09-24 11:20:00,"25,95","25,95","25,95","25,95","35.035,29",3
SJCFUT,2024-09-24 11:18:00,"25,96","25,96","25,95","25,95","116.809,44",10
SJCFUT,2024-09-24 11:17:00,"25,97","25,97","25,97","25,97","81.819,39",7
SJCFUT,2024-09-24 11:15:00,"25,93","25,94","25,93","25,94","642.012,03",55
SJCFUT,2024-09-24 11:14:00,"25,93","25,93","25,93","25,93","46.673,50",4
SJCFUT,2024-09-24 11:12:00,"25,91","25,91","25,91","25,91","11.658,32",1
SJCFUT,2024-09-24 11:09:00,"25,92","25,92","25,92","25,92","23.326,70",2
SJCFUT,2024-09-24 11:06:00,"25,93","25,93","25,93","25,93","11.668,38",1
SJCFUT,2024-09-24 11:04:00,"25,97","25,97","25,97","25,97","58.442,42",5
SJCFUT,2024-09-24 11:03:00,"25,99","25,99","25,97","25,97","128.598,47",11
SJCFUT,2024-09-24 11:02:00,"25,99","25,99","25,99","25,99","23.387,02",2
SJCFUT,2024-09-24 10:59:00,"26,02","26,02","26,02","26,02","11.708,59",1
SJCFUT,2024-09-24 10:57:00,"26,03","26,03","26,02","26,02","679.364,91",58
SJCFUT,2024-09-24 10:55:00,"25,99","26,01","25,99","26,01","175.432,85",15
SJCFUT,2024-09-24 10:54:00,"25,97","25,99","25,97","25,99","46.763,99",4
SJCFUT,2024-09-24 10:51:00,"25,93","25,96","25,93","25,96","116.819,49",10
SJCFUT,2024-09-24 10:47:00,"25,97","25,97","25,97","25,97","70.130,91",6
SJCFUT,2024-09-24 10:46:00,"25,97","25,97","25,97","25,97","46.753,94",4
SJCFUT,2024-09-24 10:45:00,"25,94","25,97","25,94","25,97","58.397,18",5
SJCFUT,2024-09-24 10:44:00,"25,95","25,95","25,94","25,94","385.242,41",33
SJCFUT,2024-09-24 10:43:00,"25,95","25,95","25,95","25,95","58.392,15",5
SJCFUT,2024-09-24 10:42:00,"25,95","25,95","25,94","25,94","116.759,17",10
SJCFUT,2024-09-24 10:41:00,"26,03","26,03","25,97","25,97","222.237,06",19
SJCFUT,2024-09-24 10:40:00,"25,97","26,01","25,97","26,01","444.283,08",38
SJCFUT,2024-09-24 10:35:00,"25,85","25,86","25,85","25,86","104.718,77",9
SJCFUT,2024-09-24 10:32:00,"25,87","25,87","25,86","25,86","23.281,45",2
SJCFUT,2024-09-24 10:30:00,"25,90","25,92","25,87","25,89","955.675,67",82
SJCFUT,2024-09-24 10:17:00,"25,90","25,90","25,90","25,90","11.653,29",1
SJCFUT,2024-09-24 10:10:00,"25,89","25,89","25,89","25,89","11.648,27",1
SJCFUT,2024-09-24 10:09:00,"25,86","25,86","25,86","25,86","11.638,21",1
SJCFUT,2024-09-24 09:57:00,"25,75","25,75","25,75","25,75","11.587,94",1
SJCFUT,2024-09-24 09:55:00,"25,77","25,77","25,72","25,72","231.607,96",20
SJCFUT,2024-09-24 09:53:00,"25,90","25,90","25,90","25,90","11.653,29",1
SJCFUT,2024-09-24 09:51:00,"25,90","25,90","25,90","25,90","34.959,88",3
SJCFUT,2024-09-24 09:50:00,"25,90","25,90","25,90","25,90","11.653,29",1
SJCFUT,2024-09-24 09:46:00,"25,90","25,90","25,90","25,90","256.372,46",22
SJCFUT,2024-09-24 09:45:00,"25,90","25,90","25,90","25,90","11.653,29",1
SJCFUT,2024-09-24 09:44:00,"25,90","25,90","25,90","25,90","11.653,29",1
SJCFUT,2024-09-24 09:43:00,"25,89","25,89","25,89","25,89","116.482,67",10
SJCFUT,2024-09-24 09:42:00,"25,86","25,91","25,86","25,91","46.608,15",4
SJCFUT,2024-09-24 09:39:00,"25,82","25,82","25,82","25,82","23.236,21",2
SJCFUT,2024-09-24 09:38:00,"25,84","25,84","25,84","25,84","34.884,47",3
SJCFUT,2024-09-24 09:36:00,"25,83","25,83","25,83","25,83","244.085,73",21
SJCFUT,2024-09-24 09:34:00,"25,81","25,81","25,81","25,81","348.392,26",30
SJCFUT,2024-09-24 09:33:00,"25,76","25,81","25,76","25,81","69.577,91",6
SJCFUT,2024-09-24 09:20:00,"25,74","25,74","25,73","25,74","34.743,71",3
SJCFUT,2024-09-24 09:18:00,"25,74","25,75","25,74","25,75","69.502,50",6
SJCFUT,2024-09-24 09:16:00,"25,75","25,75","25,74","25,74","173.768,81",15
SJCFUT,2024-09-24 09:14:00,"25,75","25,75","25,75","25,75","115.879,39",10
SJCFUT,2024-09-24 09:09:00,"25,71","25,71","25,71","25,71","11.567,83",1
SJCFUT,2024-09-24 09:08:00,"25,73","25,73","25,72","25,72","69.442,17",6
SJCFUT,2024-09-24 09:07:00,"25,73","25,73","25,73","25,73","11.577,88",1
SJCFUT,2024-09-24 09:05:00,"25,74","25,74","25,74","25,74","46.331,65",4
SJCFUT,2024-09-24 09:04:00,"25,74","25,74","25,74","25,74","23.165,82",2
SJCFUT,2024-09-24 09:03:00,"25,74","25,74","25,72","25,72","23.155,77",2
SJCFUT,2024-09-24 09:02:00,"25,71","25,71","25,71","25,71","11.567,83",1
SJCFUT,2024-09-24 09:01:00,"25,72","25,72","25,70","25,70","612.888,85",53
SJCFUT,2024-09-24 09:00:00,"25,70","25,70","25,68","25,68","34.678,35",3
SJCFUT,2024-09-23 15:18:00,"25,57","25,57","25,57","25,57","11.507,50",1
SJCFUT,2024-09-23 15:17:00,"25,58","25,58","25,58","25,58","11.512,53",1
SJCFUT,2024-09-23 15:15:00,"25,59","25,59","25,55","25,55","161.049,73",14
SJCFUT,2024-09-23 15:14:00,"25,58","25,58","25,58","25,58","276.300,70",24
SJCFUT,2024-09-23 15:13:00,"25,58","25,58","25,57","25,57","57.542,54",5
SJCFUT,2024-09-23 15:12:00,"25,56","25,56","25,56","25,56","115.024,75",10
SJCFUT,2024-09-23 15:08:00,"25,52","25,52","25,52","25,52","11.482,37",1
SJCFUT,2024-09-23 15:03:00,"25,55","25,55","25,55","25,55","11.497,45",1
SJCFUT,2024-09-23 15:02:00,"25,56","25,56","25,56","25,56","34.507,42",3
SJCFUT,2024-09-23 15:00:00,"25,57","25,57","25,55","25,55","149.496,98",13
SJCFUT,2024-09-23 14:52:00,"25,55","25,55","25,53","25,53","229.813,21",20
SJCFUT,2024-09-23 14:50:00,"25,55","25,57","25,55","25,55","57.507,35",5
SJCFUT,2024-09-23 14:46:00,"25,57","25,57","25,55","25,55","23.004,95",2
SJCFUT,2024-09-23 14:17:00,"25,56","25,59","25,56","25,59","34.522,51",3
SJCFUT,2024-09-23 14:13:00,"25,54","25,54","25,54","25,54","22.984,84",2
SJCFUT,2024-09-23 14:11:00,"25,53","25,53","25,53","25,53","172.310,89",15
SJCFUT,2024-09-23 14:09:00,"25,53","25,53","25,53","25,53","114.873,93",10
SJCFUT,2024-09-23 14:04:00,"25,48","25,48","25,48","25,48","172.009,25",15
SJCFUT,2024-09-23 14:01:00,"25,46","25,46","25,46","25,46","11.457,23",1
SJCFUT,2024-09-23 13:50:00,"25,44","25,44","25,44","25,44","11.447,17",1
SJCFUT,2024-09-23 13:42:00,"25,45","25,45","25,45","25,45","34.356,60",3
SJCFUT,2024-09-23 13:40:00,"25,45","25,45","25,45","25,45","34.356,60",3
SJCFUT,2024-09-23 13:17:00,"25,51","25,51","25,49","25,49","34.421,96",3
SJCFUT,2024-09-23 13:09:00,"25,52","25,52","25,52","25,52","34.447,10",3
SJCFUT,2024-09-23 13:08:00,"25,55","25,55","25,55","25,55","11.497,45",1
SJCFUT,2024-09-23 13:06:00,"25,55","25,57","25,55","25,57","34.502,40",3
SJCFUT,2024-09-23 12:50:00,"25,47","25,47","25,47","25,47","57.311,28",5
SJCFUT,2024-09-23 12:47:00,"25,47","25,47","25,47","25,47","34.386,77",3
SJCFUT,2024-09-23 12:40:00,"25,47","25,47","25,47","25,47","57.311,28",5
SJCFUT,2024-09-23 12:35:00,"25,48","25,48","25,47","25,47","114.647,70",10
SJCFUT,2024-09-23 12:27:00,"25,48","25,48","25,48","25,48","57.336,42",5
SJCFUT,2024-09-23 12:20:00,"25,53","25,53","25,52","25,52","22.969,76",2
SJCFUT,2024-09-23 12:03:00,"25,52","25,52","25,52","25,52","45.929,46",4
SJCFUT,2024-09-23 12:02:00,"25,52","25,52","25,52","25,52","11.482,37",1
SJCFUT,2024-09-23 11:49:00,"25,44","25,44","25,44","25,44","11.447,17",1
SJCFUT,2024-09-23 11:44:00,"25,44","25,44","25,44","25,44","11.447,17",1
SJCFUT,2024-09-23 11:37:00,"25,45","25,46","25,45","25,46","126.004,38",11
SJCFUT,2024-09-23 11:33:00,"25,47","25,47","25,45","25,45","68.723,26",6
SJCFUT,2024-09-23 11:32:00,"25,49","25,49","25,47","25,47","332.455,70",29
SJCFUT,2024-09-23 11:31:00,"25,51","25,51","25,51","25,51","34.432,01",3
SJCFUT,2024-09-23 11:30:00,"25,47","25,47","25,47","25,47","22.924,51",2
SJCFUT,2024-09-23 11:29:00,"25,47","25,47","25,44","25,44","137.516,91",12
SJCFUT,2024-09-23 11:28:00,"25,49","25,49","25,48","25,48","68.808,73",6
SJCFUT,2024-09-23 11:27:00,"25,52","25,52","25,52","25,52","34.447,10",3
SJCFUT,2024-09-23 11:26:00,"25,52","25,52","25,47","25,47","114.773,38",10
SJCFUT,2024-09-23 11:25:00,"25,54","25,54","25,53","25,53","149.376,32",13
SJCFUT,2024-09-23 11:23:00,"25,57","25,57","25,57","25,57","115.075,02",10
SJCFUT,2024-09-23 11:22:00,"25,56","25,56","25,56","25,56","46.009,90",4
SJCFUT,2024-09-23 11:21:00,"25,62","25,62","25,62","25,62","11.527,61",1
SJCFUT,2024-09-23 11:16:00,"25,62","25,62","25,59","25,59","138.230,79",12
SJCFUT,2024-09-23 11:14:00,"25,62","25,62","25,62","25,62","23.055,22",2
SJCFUT,2024-09-23 11:11:00,"25,64","25,64","25,64","25,64","23.075,33",2
SJCFUT,2024-09-23 11:10:00,"25,61","25,61","25,61","25,61","57.612,92",5
SJCFUT,2024-09-23 11:09:00,"25,61","25,61","25,61","25,61","403.290,44",35
SJCFUT,2024-09-23 11:08:00,"25,59","25,59","25,58","25,58","69.100,31",6
SJCFUT,2024-09-23 11:06:00,"25,58","25,58","25,58","25,58","69.075,18",6
SJCFUT,2024-09-23 11:04:00,"25,56","25,58","25,56","25,58","80.577,65",7
SJCFUT,2024-09-23 11:03:00,"25,57","25,57","25,56","25,56","115.049,88",10
SJCFUT,2024-09-23 11:02:00,"25,58","25,58","25,58","25,58","230.250,59",20
SJCFUT,2024-09-23 11:00:00,"25,56","25,56","25,56","25,56","11.502,47",1
SJCFUT,2024-09-23 10:59:00,"25,55","25,55","25,54","25,54","91.954,44",8
SJCFUT,2024-09-23 10:56:00,"25,55","25,55","25,54","25,54","804.494,54",70
SJCFUT,2024-09-23 10:54:00,"25,62","25,62","25,58","25,58","115.185,62",10
SJCFUT,2024-09-23 10:53:00,"25,58","25,63","25,57","25,57","161.275,96",14
SJCFUT,2024-09-23 10:52:00,"25,57","25,58","25,57","25,58","241.758,09",21
SJCFUT,2024-09-23 10:51:00,"25,56","25,56","25,56","25,56","57.512,37",5
SJCFUT,2024-09-23 10:50:00,"25,58","25,58","25,56","25,56","126.537,28",11
SJCFUT,2024-09-23 10:49:00,"25,55","25,55","25,53","25,53","114.939,28",10
SJCFUT,2024-09-23 10:48:00,"25,52","25,53","25,52","25,53","22.969,76",2
SJCFUT,2024-09-23 10:46:00,"25,55","25,55","25,52","25,52","183.868,67",16
SJCFUT,2024-09-23 10:45:00,"25,51","25,55","25,51","25,52","654.535,05",57
SJCFUT,2024-09-23 10:44:00,"25,48","25,48","25,47","25,47","22.929,54",2
SJCFUT,2024-09-23 10:43:00,"25,48","25,48","25,48","25,48","172.009,25",15
SJCFUT,2024-09-23 10:42:00,"25,44","25,44","25,44","25,44","68.683,05",6
SJCFUT,2024-09-23 10:41:00,"25,48","25,48","25,44","25,44","309.470,86",27
SJCFUT,2024-09-23 10:40:00,"25,51","25,51","25,49","25,51","160.632,46",14
SJCFUT,2024-09-23 10:39:00,"25,48","25,51","25,48","25,51","68.813,76",6
SJCFUT,2024-09-23 10:38:00,"25,44","25,45","25,44","25,45","927.472,48",81
SJCFUT,2024-09-23 10:37:00,"25,42","25,42","25,42","25,42","57.185,60",5
SJCFUT,2024-09-23 10:35:00,"25,38","25,42","25,38","25,42","182.958,72",16
SJCFUT,2024-09-23 10:34:00,"25,34","25,38","25,34","25,38","935.702,18",82
SJCFUT,2024-09-23 10:33:00,"25,27","25,27","25,27","25,27","11.371,76",1
SJCFUT,2024-09-23 10:31:00,"25,28","25,28","25,28","25,28","11.376,79",1
SJCFUT,2024-09-23 10:30:00,"25,30","25,30","25,26","25,26","125.235,20",11
SJCFUT,2024-09-23 09:55:00,"25,21","25,21","25,21","25,21","11.346,63",1
SJCFUT,2024-09-23 09:40:00,"25,21","25,21","25,21","25,21","11.346,63",1
SJCFUT,2024-09-23 09:36:00,"25,25","25,25","25,25","25,25","227.234,20",20
SJCFUT,2024-09-23 09:34:00,"25,26","25,26","25,26","25,26","22.733,47",2
SJCFUT,2024-09-23 09:32:00,"25,25","25,25","25,25","25,25","68.170,26",6
SJCFUT,2024-09-23 09:31:00,"25,25","25,25","25,25","25,25","159.063,94",14
SJCFUT,2024-09-23 09:28:00,"25,24","25,24","25,24","25,24","11.356,68",1
SJCFUT,2024-09-23 09:27:00,"25,24","25,25","25,24","25,25","113.591,96",10
SJCFUT,2024-09-23 09:25:00,"25,25","25,25","25,25","25,25","11.361,71",1
SJCFUT,2024-09-23 09:23:00,"25,25","25,25","25,25","25,25","181.787,36",16
SJCFUT,2024-09-23 09:22:00,"25,24","25,24","25,24","25,24","45.426,73",4
SJCFUT,2024-09-23 09:21:00,"25,23","25,24","25,23","25,24","340.599,94",30
SJCFUT,2024-09-23 09:20:00,"25,23","25,24","25,23","25,23","454.146,66",40
SJCFUT,2024-09-23 09:18:00,"25,23","25,23","25,23","25,23","454.066,22",40
SJCFUT,2024-09-23 09:17:00,"25,23","25,23","25,23","25,23","11.351,66",1
SJCFUT,2024-09-23 09:16:00,"25,21","25,21","25,21","25,21","11.346,63",1
SJCFUT,2024-09-23 09:15:00,"25,20","25,20","25,20","25,20","68.049,61",6
SJCFUT,2024-09-23 09:05:00,"25,20","25,20","25,20","25,20","11.341,60",1
SJCFUT,2024-09-23 09:04:00,"25,20","25,23","25,20","25,23","68.099,88",6
SJCFUT,2024-09-20 15:17:00,"24,99","24,99","24,99","24,99","11.246,08",1
SJCFUT,2024-09-20 14:36:00,"24,92","24,92","24,92","24,92","11.215,92",1
SJCFUT,2024-09-20 14:28:00,"24,91","24,91","24,91","24,91","336.326,73",30
SJCFUT,2024-09-20 13:57:00,"24,98","24,98","24,98","24,98","67.446,33",6
SJCFUT,2024-09-20 13:55:00,"24,95","24,95","24,95","24,95","56.129,86",5
SJCFUT,2024-09-20 13:51:00,"24,91","24,91","24,91","24,91","22.421,78",2
SJCFUT,2024-09-20 13:48:00,"24,91","24,91","24,91","24,91","123.319,80",11
SJCFUT,2024-09-20 13:47:00,"24,91","24,91","24,91","24,91","325.115,84",29
SJCFUT,2024-09-20 13:45:00,"24,90","24,90","24,90","24,90","22.411,73",2
SJCFUT,2024-09-20 13:20:00,"24,85","24,85","24,85","24,85","11.180,73",1
SJCFUT,2024-09-20 13:08:00,"24,85","24,85","24,85","24,85","111.807,27",10
SJCFUT,2024-09-20 13:00:00,"24,83","24,83","24,83","24,83","22.351,40",2
SJCFUT,2024-09-20 12:43:00,"24,79","24,79","24,78","24,78","680.410,59",61
SJCFUT,2024-09-20 12:34:00,"24,80","24,80","24,80","24,80","11.160,62",1
SJCFUT,2024-09-20 12:28:00,"24,79","24,79","24,79","24,79","11.155,59",1
SJCFUT,2024-09-20 12:16:00,"24,71","24,71","24,71","24,71","11.120,40",1
SJCFUT,2024-09-20 12:01:00,"24,75","24,75","24,75","24,75","122.490,30",11
SJCFUT,2024-09-20 11:41:00,"24,79","24,79","24,79","24,79","11.155,59",1
SJCFUT,2024-09-20 11:26:00,"24,76","24,76","24,76","24,76","11.140,51",1
SJCFUT,2024-09-20 11:20:00,"24,70","24,70","24,70","24,70","11.115,37",1
SJCFUT,2024-09-20 11:10:00,"24,71","24,71","24,71","24,71","55.602,00",5
SJCFUT,2024-09-20 11:08:00,"24,73","24,73","24,73","24,73","11.130,45",1
SJCFUT,2024-09-20 10:56:00,"24,72","24,72","24,72","24,72","22.250,85",2
SJCFUT,2024-09-20 10:52:00,"24,75","24,75","24,75","24,75","55.677,41",5
SJCFUT,2024-09-20 10:39:00,"24,73","24,73","24,73","24,73","11.130,45",1
SJCFUT,2024-09-20 10:36:00,"24,66","24,69","24,66","24,69","66.586,66",6
SJCFUT,2024-09-20 10:35:00,"24,69","24,69","24,68","24,68","22.215,66",2
SJCFUT,2024-09-20 10:34:00,"24,70","24,70","24,69","24,69","266.678,44",24
SJCFUT,2024-09-20 10:33:00,"24,70","24,70","24,70","24,70","288.999,68",26
SJCFUT,2024-09-20 10:32:00,"24,77","24,77","24,75","24,75","55.687,46",5
SJCFUT,2024-09-20 10:31:00,"24,69","24,69","24,69","24,69","122.213,79",11
SJCFUT,2024-09-20 10:30:00,"24,78","24,78","24,69","24,69","255.633,45",23
SJCFUT,2024-09-20 10:28:00,"24,80","24,80","24,80","24,80","22.321,24",2
SJCFUT,2024-09-20 10:27:00,"24,80","24,80","24,80","24,80","11.160,62",1
SJCFUT,2024-09-20 10:26:00,"24,75","24,75","24,75","24,75","11.135,48",1
SJCFUT,2024-09-20 10:02:00,"24,91","24,97","24,91","24,97","179.454,69",16
SJCFUT,2024-09-20 09:48:00,"24,69","24,70","24,69","24,70","22.225,72",2
SJCFUT,2024-09-20 09:47:00,"24,75","24,75","24,75","24,75","11.135,48",1
SJCFUT,2024-09-20 09:42:00,"24,81","24,81","24,75","24,75","44.582,14",4
SJCFUT,2024-09-20 09:37:00,"24,86","24,86","24,86","24,86","11.185,75",1
SJCFUT,2024-09-20 09:35:00,"24,87","24,87","24,87","24,87","55.953,91",5
SJCFUT,2024-09-20 09:18:00,"24,88","24,88","24,88","24,88","22.391,62",2
SJCFUT,2024-09-20 09:07:00,"24,86","24,86","24,86","24,86","44.743,02",4
SJCFUT,2024-09-20 09:05:00,"24,86","24,86","24,86","24,86","11.185,75",1
SJCFUT,2024-09-20 09:03:00,"24,87","24,87","24,87","24,87","55.953,91",5
SJCFUT,2024-09-20 09:02:00,"24,87","24,87","24,87","24,87","111.907,82",10
SJCFUT,2024-09-19 15:17:00,"24,91","24,92","24,91","24,92","22.426,81",2
SJCFUT,2024-09-19 15:16:00,"24,94","24,94","24,92","24,92","22.436,86",2
SJCFUT,2024-09-19 15:15:00,"24,92","24,92","24,92","24,92","11.215,92",1
SJCFUT,2024-09-19 15:14:00,"24,96","24,96","24,94","24,96","44.903,89",4
SJCFUT,2024-09-19 15:13:00,"24,94","24,94","24,94","24,94","11.220,95",1
SJCFUT,2024-09-19 15:12:00,"24,95","24,95","24,94","24,94","33.667,86",3
SJCFUT,2024-09-19 15:11:00,"24,95","24,95","24,95","24,95","11.225,97",1
SJCFUT,2024-09-19 15:10:00,"24,92","24,95","24,92","24,94","56.104,73",5
SJCFUT,2024-09-19 15:09:00,"24,92","24,92","24,91","24,91","123.324,83",11
SJCFUT,2024-09-19 15:08:00,"24,91","24,91","24,91","24,91","11.210,89",1
SJCFUT,2024-09-19 15:07:00,"24,92","24,92","24,91","24,91","112.113,94",10
SJCFUT,2024-09-19 15:06:00,"24,92","24,92","24,92","24,92","33.647,75",3
SJCFUT,2024-09-19 15:05:00,"24,96","24,96","24,96","24,96","11.231,00",1
SJCFUT,2024-09-19 14:58:00,"24,97","24,98","24,97","24,98","44.954,16",4
SJCFUT,2024-09-19 14:31:00,"24,97","24,97","24,97","24,97","337.080,82",30
SJCFUT,2024-09-19 14:30:00,"24,97","24,98","24,97","24,98","449.591,92",40
SJCFUT,2024-09-19 14:06:00,"24,99","24,99","24,99","24,99","33.738,25",3
SJCFUT,2024-09-19 13:46:00,"25,00","25,00","25,00","25,00","56.255,55",5
SJCFUT,2024-09-19 13:18:00,"25,01","25,02","25,01","25,02","90.084,28",8
SJCFUT,2024-09-19 12:44:00,"24,95","24,95","24,95","24,95","11.225,97",1
SJCFUT,2024-09-19 12:31:00,"24,95","24,95","24,95","24,95","22.451,95",2
SJCFUT,2024-09-19 12:24:00,"24,89","24,89","24,89","24,89","11.200,84",1
SJCFUT,2024-09-19 12:20:00,"24,89","24,89","24,88","24,88","22.396,65",2
SJCFUT,2024-09-19 12:12:00,"24,90","24,90","24,90","24,90","11.205,86",1
SJCFUT,2024-09-19 12:08:00,"24,88","24,88","24,88","24,88","11.195,81",1
SJCFUT,2024-09-19 12:07:00,"24,91","24,91","24,91","24,91","56.054,45",5
SJCFUT,2024-09-19 12:06:00,"24,92","24,92","24,92","24,92","56.079,59",5
SJCFUT,2024-09-19 11:57:00,"24,88","24,88","24,88","24,88","89.566,47",8
SJCFUT,2024-09-19 11:53:00,"24,90","24,90","24,90","24,90","11.205,86",1
SJCFUT,2024-09-19 11:52:00,"24,90","24,90","24,90","24,90","11.205,86",1
SJCFUT,2024-09-19 11:50:00,"24,85","24,92","24,85","24,90","111.937,98",10
SJCFUT,2024-09-19 11:43:00,"24,89","24,89","24,89","24,89","56.004,18",5
SJCFUT,2024-09-19 11:41:00,"24,91","24,92","24,91","24,92","112.134,05",10
SJCFUT,2024-09-19 11:36:00,"24,95","24,95","24,95","24,95","112.259,73",10
SJCFUT,2024-09-19 11:34:00,"24,95","24,95","24,95","24,95","11.225,97",1
SJCFUT,2024-09-19 11:24:00,"24,96","24,96","24,96","24,96","44.924,00",4
SJCFUT,2024-09-19 11:21:00,"24,99","24,99","24,99","24,99","11.246,08",1
SJCFUT,2024-09-19 11:19:00,"25,02","25,02","25,02","25,02","56.305,82",5
SJCFUT,2024-09-19 11:03:00,"25,01","25,01","25,01","25,01","11.256,14",1
